Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Complaint_Clean
360381,Comcast incorrect and confusing billing,,2025-06-23,22:37:48,Customer Care Call,Jersey City,New Jersey,7302,Open,No,comcast incorrect and confusing billing
360707,Data caps & Monthly prices,,2025-06-24,01:23:35,Internet,Jesup,Georgia,31545,Solved,Yes,data caps monthly prices
376274,"Installation Request - New Subdivision - Jesup, GA",,2025-06-30,22:34:45,Customer Care Call,Jesup,Georgia,31545,Open,No,installation request new subdivision jesup ga
364296,Comcast Grievance,,2025-06-25,11:32:20,Customer Care Call,Joelton,Tennessee,37080,Solved,Yes,comcast grievance
241346,"Comcast -Exfinity customer service errors, lies and wasted time",,2025-04-17,12:52:45,Customer Care Call,Johns Creek,Georgia,30022,Closed,No,comcast exfinity customer service errors lies and wasted time
241356,"Comcast -Exfinity customer service errors, lies and wasted time",,2025-04-17,12:56:00,Customer Care Call,Johns Creek,Georgia,30022,Closed,No,comcast exfinity customer service errors lies and wasted time
250420,Comcast Very Bad /Rude customer service,,2025-04-22,14:39:36,Internet,Johns Creek,Georgia,30097,Closed,No,comcast very bad rude customer service
278815,Billing Dispute,,2025-07-05,16:35:00,Customer Care Call,Johns Island,South Carolina,29455,Solved,No,billing dispute
354786,Comcast Cable,,2025-06-21,17:41:11,Internet,Johnson City,Tennessee,37615,Solved,No,comcast cable
252644,LIED TO!!! Now I'm suffering?!?! And at a loss!!!,,2025-04-23,14:14:11,Internet,Joliet,Illinois,60435,Closed,No,lied to now im suffering and at a loss
233792,cyber bulling,,2025-04-14,07:27:54,Internet,Jonesboro,Georgia,30238,Closed,No,cyber bulling
303352,Comcast Service,,2025-05-22,12:49:19,Customer Care Call,Jonesboro,Georgia,30238,Solved,No,comcast service
322898,Comcast Business,,2025-04-06,11:10:33,Internet,Jonesboro,Georgia,30236,Solved,No,comcast business
345955,Service Complaint,,2025-06-17,14:35:50,Customer Care Call,Jonesborough,Tennessee,37659,Open,No,service complaint
294117,Comcast e-mail issues,,2025-05-17,17:18:42,Customer Care Call,Juno Beach,Florida,33134,Solved,No,comcast email issues
223296,Comcast slamming with fees,,2025-08-04,08:27:58,Customer Care Call,Jupiter,Florida,33458,Closed,No,comcast slamming with fees
266715,fraudulent charges,,2025-04-30,14:55:51,Customer Care Call,Jupiter,Florida,33478,Closed,No,fraudulent charges
337532,Comcast Billing,,2025-12-06,16:10:54,Customer Care Call,Jupiter,Florida,33477,Open,Yes,comcast billing
231757,monopoly,,2025-04-13,10:44:03,Customer Care Call,Katy,Texas,77493,Closed,No,monopoly
243779,Comcast billing has caused issues,,2025-04-19,17:00:21,Customer Care Call,Katy,Texas,77493,Closed,No,comcast billing has caused issues
310893,Business practices and customer treatment,,2025-05-28,09:40:00,Internet,Katy,Texas,77493,Solved,No,business practices and customer treatment
340479,Xfinity not providing service in my portion of the neighborhood,,2025-06-15,09:30:58,Internet,Katy,Texas,77449,Solved,No,xfinity not providing service in my portion of the neighborhood
347357,Comcast customer service and billing service,,2025-06-17,20:36:07,Customer Care Call,Katy,Texas,77493,Solved,No,comcast customer service and billing service
359284,Not receiving the speeds promised and the charges are too high.,,2025-06-23,16:37:17,Customer Care Call,Katy,Texas,77449,Open,No,not receiving the speeds promised and the charges are too high
363608,"Internet bill goes up with no cable ""bundle""",,2025-06-24,22:26:04,Customer Care Call,Katy,Texas,77449,Open,No,internet bill goes up with no cable bundle
361000,Significant Quality Loss,,2025-06-24,09:22:29,Internet,Katy,Texas,77494,Open,No,significant quality loss
370744,customer services,,2025-06-28,08:35:47,Customer Care Call,Katy,Texas,77493,Closed,No,customer services
360649,Unfair Billing Practices,,2025-06-24,00:38:50,Customer Care Call,Keizer,Oregon,97303,Open,No,unfair billing practices
320438,service issues,,2025-03-06,10:18:51,Customer Care Call,Kemah,Texas,77565,Solved,No,service issues
360643,Xfinity throttling my connection,,2025-06-24,00:36:17,Customer Care Call,Kenmore,Washington,98028,Open,No,xfinity throttling my connection
281374,Service down for 25 days but was never credit it for it,,2025-08-05,21:03:32,Customer Care Call,Kennesaw,Georgia,30144,Solved,No,service down for 25 days but was never credit it for it
291332,"Comcast Home Business Service - FC Consulting, LLC",,2025-05-15,09:56:20,Internet,Kennesaw,Georgia,30144,Solved,No,comcast home business service fc consulting llc
321287,Being charged for modem that was returned over 1 year ago,,2025-03-06,14:39:41,Internet,Kennesaw,Georgia,30144,Solved,No,being charged for modem that was returned over 1 year ago
329445,Comcast Data Cap,,2025-08-06,19:57:13,Customer Care Call,Kennesaw,Georgia,30144,Solved,No,comcast data cap
359058,Comcast's pricing and bundling model is a monopolized extortion in my area,,2025-06-23,15:48:06,Customer Care Call,Kennesaw,Georgia,30152,Solved,No,comcasts pricing and bundling model is a monopolized extortion in my area
361198,Comcast forcing me to pay same rate for lower speed,,2025-06-24,10:30:13,Internet,Kennesaw,Georgia,30144,Solved,No,comcast forcing me to pay same rate for lower speed
362798,Speeds lower than advertised,,2025-06-24,16:50:14,Customer Care Call,Kennesaw,Georgia,30144,Open,Yes,speeds lower than advertised
361585,Comcast Data Cap of 300GB,,2025-06-24,12:13:21,Internet,Kennesaw,Georgia,30144,Pending,No,comcast data cap of 300gb
370771,Data Cap,,2025-06-28,10:00:18,Customer Care Call,Kennesaw,Georgia,30144,Pending,No,data cap
318260,Comcast Online Access,,2025-02-06,09:19:51,Internet,Kensington,Maryland,20895,Closed,No,comcast online access
255808,availabilty,,2025-04-24,15:56:45,Internet,Kent,Washington,98030,Closed,No,availabilty
218889,Wireless Internet,,2025-06-04,09:58:45,Customer Care Call,Kent,Washington,98032,Closed,No,wireless internet
371985,No access to HBO Go on Playstation 4 through Comcast,,2025-06-29,12:10:25,Customer Care Call,Kent,Washington,98031,Pending,No,no access to hbo go on playstation 4 through comcast
263777,Very Frequent service outages with Comcast internet,,2025-04-29,11:48:56,Internet,Key West,Florida,33040,Closed,No,very frequent service outages with comcast internet
279647,Ongoing serious and cotinued internet service outages,,2025-08-05,08:26:06,Internet,Key West,Florida,33040,Closed,No,ongoing serious and cotinued internet service outages
239198,"Internet problems, billing and service",,2025-04-16,13:02:11,Customer Care Call,Kimball,Michigan,48074,Closed,No,internet problems billing and service
294305,Comcast Blocking HBO Go on Sony PlayStation devices,,2025-05-18,00:24:07,Internet,King Of Prussia,Pennsylvania,19406,Pending,No,comcast blocking hbo go on sony playstation devices
comcas,nd intrenal miscommunication,,2025-04-30,21:55:33,Customer Care Call,Kingston Springs,Tennessee,37082,Closed,No,nd intrenal miscommunication
263023,Continued slowness for more than 2 weeks,,2025-04-28,21:46:20,Internet,Kirkland,Washington,98033,Closed,No,continued slowness for more than 2 weeks
265465,Continued slowness for almost 3 weeks,,2025-04-29,21:23:19,Customer Care Call,Kirkland,Washington,98033,Closed,No,continued slowness for almost 3 weeks
267591,Continued slowness for almost 3 weeks,,2025-04-30,20:40:28,Customer Care Call,Kirkland,Washington,98033,Closed,No,continued slowness for almost 3 weeks
359715,Comcast's Constant Manipulation of Bills,,2025-06-23,18:26:50,Customer Care Call,Kirkland,Washington,98033,Solved,No,comcasts constant manipulation of bills
368974,False advertising / Bait & Switch,,2025-06-26,17:28:02,Customer Care Call,Kirkland,Washington,98033,Pending,No,false advertising bait switch
371784,false advertisement for paid service,,2025-06-29,11:09:55,Customer Care Call,Kissimmee,Florida,34746,Solved,No,false advertisement for paid service
344980,Comcast internet,,2025-06-17,10:32:15,Customer Care Call,Kittery,Maine,3904,Solved,Yes,comcast internet
229529,Comcast Internet and TV false information and false price,,2025-10-04,17:01:03,Customer Care Call,Knoxville,Tennessee,37920,Closed,No,comcast internet and tv false information and false price
230159,Comcast data cap / interference with free market,,2025-10-04,22:38:10,Internet,Knoxville,Tennessee,37920,Closed,No,comcast data cap interference with free market
238581,InHome Service Visit charged when the problem was outside of my apartment,,2025-04-16,08:35:35,Customer Care Call,Knoxville,Tennessee,37923,Closed,No,inhome service visit charged when the problem was outside of my apartment
250437,Comcast Internet/Cable TV package,,2025-04-22,14:46:32,Customer Care Call,Knoxville,Tennessee,37922,Open,No,comcast internetcable tv package
250811,Comcast internet overage charges,,2025-04-22,16:46:39,Internet,Knoxville,Tennessee,37914,Closed,No,comcast internet overage charges
251498,Unauthorized charge on comcast bill,,2025-04-22,22:20:39,Customer Care Call,Knoxville,Tennessee,37920,Closed,No,unauthorized charge on comcast bill
261845,Data Caps by Comcast,,2025-04-28,14:57:24,Customer Care Call,Knoxville,Tennessee,37920,Closed,No,data caps by comcast
273199,COMCAST High speed internet,,2025-05-05,10:13:08,Customer Care Call,Knoxville,Tennessee,37920,Open,No,comcast high speed internet
283247,Fradulant Charges against Credit Report,,2025-11-05,11:47:20,Customer Care Call,Knoxville,Tennessee,37919,Solved,No,fradulant charges against credit report
290536,Comcast Data Caps,,2025-05-14,16:49:54,Customer Care Call,Knoxville,Tennessee,37938,Solved,No,comcast data caps
290748,Comcast data caps,,2025-05-14,17:58:53,Customer Care Call,Knoxville,Tennessee,37923,Solved,No,comcast data caps
290868,Comcast data caps,,2025-05-14,18:59:13,Customer Care Call,Knoxville,Tennessee,37921,Solved,No,comcast data caps
294443,Comcast home data usage cap,,2025-05-18,09:59:58,Internet,Knoxville,Tennessee,37918,Solved,No,comcast home data usage cap
296767,Unable to obtain Residential Service,,2025-05-19,11:52:09,Customer Care Call,Knoxville,Tennessee,37931,Solved,No,unable to obtain residential service
303933,Bandwidth Caps.,,2025-05-22,16:54:06,Internet,Knoxville,Tennessee,37938,Closed,No,bandwidth caps
311234,local monopoly,,2025-05-28,12:13:08,Customer Care Call,Knoxville,Tennessee,37923,Pending,No,local monopoly
312049,comcast data plan,,2025-05-28,16:30:51,Internet,Knoxville,Tennessee,37932,Pending,No,comcast data plan
317905,Comcast ISP OIO Violation,,2025-01-06,21:07:32,Internet,Knoxville,Tennessee,37909,Closed,Yes,comcast isp oio violation
336573,Comcast Data Cap,,2025-12-06,11:27:30,Internet,Knoxville,Tennessee,37922,Solved,No,comcast data cap
337290,comcast intrnet,,2025-12-06,14:56:08,Internet,Knoxville,Tennessee,37909,Solved,No,comcast intrnet
337481,Refusal to Prorate for Services Not Recieved,,2025-12-06,15:56:55,Internet,Knoxville,Tennessee,37914,Solved,No,refusal to prorate for services not recieved
336690,Comcast Data Caps,,2025-12-06,11:52:00,Customer Care Call,Knoxville,Tennessee,37919,Solved,No,comcast data caps
338930,Data soft cap and charges from Comcast,,2025-06-13,12:05:30,Customer Care Call,Knoxville,Tennessee,37920,Open,No,data soft cap and charges from comcast
338970,Comcast Speed and Cap misinformation,,2025-06-13,12:43:14,Customer Care Call,Knoxville,Tennessee,37918,Open,No,comcast speed and cap misinformation
339321,Comcast Excessive Overages,,2025-06-13,16:32:42,Internet,Knoxville,Tennessee,37912,Solved,No,comcast excessive overages
339351,Comcast Data Caps for Home Internet Service,,2025-06-13,17:03:10,Internet,Knoxville,Tennessee,37917,Open,No,comcast data caps for home internet service
339600,Comcast,,2025-06-13,22:20:36,Customer Care Call,Knoxville,Tennessee,37918,Open,No,comcast
339770,Comcast monthly data usage cap,,2025-06-14,09:21:34,Customer Care Call,Knoxville,Tennessee,37918,Open,No,comcast monthly data usage cap
340029,Comcast data limits and overage charges,,2025-06-14,16:11:14,Internet,Knoxville,Tennessee,37917,Solved,No,comcast data limits and overage charges
342298,Comcast Data Use Caps,,2025-06-15,20:19:23,Internet,Knoxville,Tennessee,37914,Open,No,comcast data use caps
343023,Data Caps,,2025-06-16,11:48:59,Internet,Knoxville,Tennessee,37923,Open,No,data caps
348451,Service out/no customer service provided,,2025-06-18,11:47:15,Customer Care Call,Knoxville,Tennessee,37909,Solved,No,service outno customer service provided
353784,Comcast Data Usage,,2025-06-20,13:09:23,Customer Care Call,Knoxville,Tennessee,37919,Pending,No,comcast data usage
360167,Forced data capping,,2025-06-23,21:07:30,Internet,Knoxville,Tennessee,37909,Pending,Yes,forced data capping
360358,Comcast Costs,,2025-06-23,22:29:07,Internet,Knoxville,Tennessee,37916,Open,No,comcast costs
360742,Unfair Billing Practices,,2025-06-24,02:00:16,Internet,Knoxville,Tennessee,37909,Open,No,unfair billing practices
368771,Request to transfer e-mail account from Comcast.,,2025-06-26,16:20:12,Customer Care Call,Kunkletown,Pennsylvania,10858,Solved,No,request to transfer email account from comcast
356498,Comcast Data Cap,,2025-06-22,16:37:03,Customer Care Call,La Follette,Tennessee,37766,Solved,No,comcast data cap
215483,complaint against comcast/infinity,,2025-02-04,21:22:12,Internet,Lafayette,California,94549,Closed,No,complaint against comcastinfinity
326978,Complaint about service provided by Comcast/Xfinity,,2025-06-06,16:23:14,Internet,Lafayette,Indiana,47909,Solved,No,complaint about service provided by comcastxfinity
366507,Problems with Comcast,,2025-06-25,17:20:34,Customer Care Call,Lafayette,Indiana,47904,Solved,No,problems with comcast
251408,Service Provided is Not What was Promised,,2025-04-22,21:20:05,Internet,Lake City,Florida,32025,Closed,No,service provided is not what was promised
305358,Email account removed,,2025-05-24,16:02:49,Customer Care Call,Lake City,Florida,32025,Solved,No,email account removed
372351,internet,,2025-06-29,13:52:24,Internet,Lake Lotwawana,Missouri,64086,Solved,No,internet
342487,Billing fraud by Comcast,,2025-06-15,23:40:30,Internet,Lake Oswego,Oregon,97035,Solved,No,billing fraud by comcast
350930,Comcast,,2025-06-19,01:36:03,Customer Care Call,Lake Station,Indiana,46405,Solved,No,comcast
317426,internet availability for students,,2025-01-06,16:59:16,Internet,Lake Tapps,Washington,98391,Open,Yes,internet availability for students
258370,billing,,2025-04-27,10:38:03,Internet,Lake Worth,Florida,33467,Closed,No,billing
301352,Comcast internet,,2025-05-21,13:46:25,Internet,Lake Worth,Florida,33461,Solved,No,comcast internet
349083,Comcast Internet Billing,,2025-06-18,14:27:51,Customer Care Call,Lake Worth,Florida,33467,Open,Yes,comcast internet billing
272570,Inability to call 911 service during a power outage,,2025-04-05,18:32:40,Customer Care Call,Lakewood,Colorado,80227,Solved,No,inability to call 911 service during a power outage
322200,Comcast monopoly hurting my business,,2025-03-06,19:39:35,Customer Care Call,Lakewood,Colorado,80215,Open,No,comcast monopoly hurting my business
359672,Comcast-Billing,,2025-06-23,18:14:10,Internet,Lakewood,Colorado,80214,Solved,No,comcastbilling
370657,Internet speed not as advertised,,2025-06-27,23:49:04,Customer Care Call,Lakewood,Colorado,80228,Open,No,internet speed not as advertised
375292,Underhanded sales techniques,,2025-06-30,15:59:45,Internet,Lakewood,Colorado,80215,Pending,No,underhanded sales techniques
360760,Comcast Internet,,2025-06-24,02:25:45,Internet,Lakewood,Washington,98498,Open,Yes,comcast internet
224907,Internet/Phone Billing Services,,2025-08-04,17:14:27,Internet,Lancaster,Pennsylvania,17601,Closed,No,internetphone billing services
327394,Fraudulent billing practice,,2025-07-06,13:35:54,Customer Care Call,Lancaster,Pennsylvania,17602,Solved,No,fraudulent billing practice
359952,Not receiving network speed as advertised,,2025-06-23,19:44:18,Customer Care Call,Lancaster,Pennsylvania,17603,Open,No,not receiving network speed as advertised
217488,Internet Speed/Service,,2025-03-04,23:45:34,Internet,Lansing,Michigan,48917,Closed,No,internet speedservice
254865,Comcast not honoring agreement,,2025-04-24,11:10:28,Customer Care Call,Lansing,Michigan,48910,Closed,No,comcast not honoring agreement
287152,Falsified unreturned equipment fees,,2025-05-13,10:12:47,Internet,Lansing,Michigan,48912,Solved,No,falsified unreturned equipment fees
360633,Slow comcast internet,,2025-06-24,00:29:01,Customer Care Call,Lansing,Michigan,48917,Solved,No,slow comcast internet
360805,Comcast not delivering advertised speed,,2025-06-24,03:40:52,Internet,Lansing,Michigan,48917,Open,No,comcast not delivering advertised speed
368658,Comcast Support,,2025-06-26,15:40:10,Internet,Lansing,Michigan,48911,Pending,No,comcast support
268345,Several issues,,2025-01-05,11:47:17,Internet,Lantana,Florida,33462,Closed,No,several issues
281869,Inappropriate billing,,2025-09-05,14:10:19,Customer Care Call,Lantana,Florida,33462,Closed,No,inappropriate billing
290320,comcast internet offer,,2025-05-14,15:43:29,Internet,Larkspur,California,94939,Solved,No,comcast internet offer
323021,Comcast Las Cruces New Mexico,,2025-04-06,11:50:46,Customer Care Call,Las Cruces,New Mexico,88011,Closed,No,comcast las cruces new mexico
371411,Unfair Billing Practices,,2025-06-29,00:41:11,Customer Care Call,Las Cruces,New Mexico,88011,Solved,No,unfair billing practices
270736,Comcast Stockholder Response,,2025-03-05,17:36:02,Customer Care Call,Las Vegas,Nevada,89104,Closed,No,comcast stockholder response
334003,Xfinity Cable & Internet repackage scam,,2025-10-06,21:50:41,Customer Care Call,Lauderhill,Florida,33313,Solved,No,xfinity cable internet repackage scam
312662,Constant loss of account,,2025-05-28,21:13:08,Customer Care Call,Laurel,Maryland,20708,Solved,Yes,constant loss of account
361873,Xfinity Slow Internet,,2025-06-24,13:16:18,Customer Care Call,Laurel,Maryland,20708,Solved,No,xfinity slow internet
375959,Comcast Poor Customer Service and Degraded Service,,2025-06-30,19:19:20,Internet,Laurel,Maryland,20708,Solved,No,comcast poor customer service and degraded service
262831,Data cap,,2025-04-28,19:53:37,Customer Care Call,Laurel,Mississippi,39440,Closed,No,data cap
328006,Comcast Internet,,2025-08-06,11:05:55,Customer Care Call,Laurel,Mississippi,39440,Solved,No,comcast internet
351933,Billing discrepancies and misrepresentation of package prices,,2025-06-19,13:40:08,Internet,Lawranceville,Georgia,30045,Solved,No,billing discrepancies and misrepresentation of package prices
228320,Comcast Cancellation,,2025-10-04,11:06:01,Internet,Lawrenceville,Georgia,30044,Closed,No,comcast cancellation
289071,Comcast Data Limit,,2025-05-14,00:16:01,Customer Care Call,Lawrenceville,Georgia,30045,Solved,No,comcast data limit
372425,Comcast Data Cap,,2025-06-29,14:15:07,Internet,Lawrenceville,Georgia,30045,Pending,No,comcast data cap
277366,lack of service and speed,,2025-06-05,21:42:42,Internet,League City,Texas,77573,Closed,No,lack of service and speed
370440,Comcast in violation of merger terms,,2025-06-27,19:18:54,Customer Care Call,League City,Texas,77539,Solved,No,comcast in violation of merger terms
360320,online adertised price was not honored over phone,,2025-06-23,22:16:01,Internet,Lebanon,New Hampshire,3766,Solved,No,online adertised price was not honored over phone
358703,"Comcast inflated and ""undetermined"", ever-increasing rates",,2025-06-23,14:39:13,Customer Care Call,Lebanon,New Jersey,8833,Open,No,comcast inflated and undetermined everincreasing rates
362928,Locals,,2025-06-24,17:24:09,Customer Care Call,Lebanon,Oregon,97355,Open,No,locals
260336,comcast fees and internet services,,2025-04-27,21:21:34,Customer Care Call,Lebanon,Pennsylvania,17046,Closed,No,comcast fees and internet services
233974,Blocking the viewing of websites,,2025-04-14,10:03:37,Customer Care Call,Lehigh Acres,Florida,33974,Closed,No,blocking the viewing of websites
299683,bait and switch,,2025-05-20,15:46:39,Internet,Lehigh Acres,Florida,33936,Open,No,bait and switch
360791,Unfair pricing,,2025-06-24,03:06:22,Internet,Lehigh Acres,Florida,33936,Open,Yes,unfair pricing
347557,unresponsive calls to customer service regarding wifi hotspots,,2025-06-17,22:06:54,Customer Care Call,Lemont,Illinois,60439,Open,No,unresponsive calls to customer service regarding wifi hotspots
222075,COMCAST BILLING,,2025-07-04,15:03:43,Customer Care Call,Levittown,Pennsylvania,19055,Closed,Yes,comcast billing
332408,Comcast promised credits by superviser,,2025-10-06,11:46:59,Internet,Levittown,Pennsylvania,19055,Open,No,comcast promised credits by superviser
327786,bait & switch,,2025-08-06,06:18:48,Internet,Lilburn,Georgia,30047,Closed,No,bait switch
362485,Data Caps,,2025-06-24,15:49:24,Internet,Lilburn,Georgia,30047,Pending,No,data caps
360828,Data caps,,2025-06-24,04:21:19,Internet,Lilburn,Georgia,30047,Pending,Yes,data caps
374157,Comcast data cap,,2025-06-30,10:32:56,Internet,Lilburn,Georgia,30047,Open,No,comcast data cap
218049,cheating customer,,2025-04-04,17:45:02,Internet,Lincolnwood,Illinois,60712,Closed,No,cheating customer
344415,Comcast Bundled Services,,2025-06-16,19:49:59,Customer Care Call,Lindenwold,New Jersey,8021,Open,Yes,comcast bundled services
341950,Xfinity unable to correct issue of losing connection,,2025-06-15,17:40:17,Internet,Linwood,New Jersey,8221,Open,No,xfinity unable to correct issue of losing connection
360235,Comcast,,2025-06-23,21:44:45,Internet,Lisle,Illinois,60532,Solved,No,comcast
368198,Monopolistic Billing Practices,,2025-06-26,13:34:44,Internet,Lisle,Illinois,60532,Solved,No,monopolistic billing practices
256913,300 GB monthly allowance,,2025-04-25,13:10:02,Customer Care Call,Lithia Springs,Georgia,30122,Closed,No,300 gb monthly allowance
360550,Comcast Data Cap,,2025-06-23,23:36:42,Internet,Lithia Springs,Georgia,30122,Pending,Yes,comcast data cap
221665,Internet down,,2025-07-04,13:17:58,Internet,Lithonia,Georgia,30058,Closed,No,internet down
263720,Comcast Data Threshold,,2025-04-29,11:30:36,Customer Care Call,Lithonia,Georgia,30058,Closed,No,comcast data threshold
312637,customer service,,2025-05-28,20:49:57,Internet,Lithonia,Georgia,30058,Pending,No,customer service
354540,customer service & price,,2025-06-21,10:39:53,Internet,Lithonia,Georgia,30058,Closed,No,customer service price
372723,Loss of Electronics/Poor Customer Service/Faulty Grounding,,2025-06-29,15:35:57,Customer Care Call,Lithonia,Georgia,30058,Closed,No,loss of electronicspoor customer servicefaulty grounding
274026,Ongoing Comcast internet outages.,,2025-05-05,14:42:31,Customer Care Call,Little Rock,Arkansas,72203,Closed,No,ongoing comcast internet outages
359868,unfair Internet prices,,2025-06-23,19:18:44,Customer Care Call,Little Rock,Arkansas,72223,Solved,No,unfair internet prices
362556,Comcast internet Dropping out,,2025-06-24,16:00:43,Internet,Little Rock,Arkansas,72223,Solved,No,comcast internet dropping out
361742,Comcast Problems,,2025-06-24,12:44:28,Customer Care Call,Little Rock,Arkansas,72205,Solved,No,comcast problems
338149,Overcharged for underperforming services,,2025-12-06,18:20:55,Customer Care Call,Littleton,Colorado,80123,Solved,No,overcharged for underperforming services
369960,I am being throttled by Comcast,,2025-06-27,13:14:37,Internet,Littleton,Colorado,80123,Solved,No,i am being throttled by comcast
231375,Comcast Unfair Billing Practices,,2025-12-04,18:07:28,Internet,Littleton,Massachusetts,1460,Closed,No,comcast unfair billing practices
213817,comcast billing shutting off service,,2025-02-04,11:23:54,Customer Care Call,Live Oak,California,95953,Open,No,comcast billing shutting off service
374291,comcastcomcas,,2025-06-30,11:19:50,Internet,Lndianapolis,Indiana,46228,Open,No,comcastcomcas
211472,comcast cable,,2025-01-04,10:43:20,Customer Care Call,Lockport,Illinois,60441,Closed,No,comcast cable
231374,Fraudulent Billing practices by Comcast,,2025-12-04,18:03:51,Customer Care Call,Locust Grove,Virginia,22508,Closed,No,fraudulent billing practices by comcast
344348,Services Interrupted,,2025-06-16,19:12:42,Customer Care Call,Locust Grove,Virginia,22508,Solved,No,services interrupted
352012,Internet contract issue,,2025-06-19,14:00:04,Internet,Lodi,California,95242,Solved,No,internet contract issue
366778,Comcast Billing,,2025-06-25,18:47:13,Internet,Logan,Utah,84321,Solved,Yes,comcast billing
291331,Xfinity: Bogus modem charges,,2025-05-15,09:56:08,Internet,Loganville,Georgia,30052,Solved,No,xfinity bogus modem charges
316040,n/a (b) (6),,2025-05-31,21:25:28,Internet,Loganville,Georgia,30052,Pending,No,na b 6
351393,Comcast,,2025-06-19,11:20:13,Customer Care Call,Loganville,Georgia,30052,Solved,No,comcast
361105,Poor Customer Service and Internet Availability,,2025-06-24,09:58:38,Internet,Loganville,Georgia,30052,Solved,No,poor customer service and internet availability
324702,Comcast Service,,2025-05-06,08:14:46,Customer Care Call,Lonaconing,Maryland,21539,Solved,No,comcast service
362024,internet service and phone service,,2025-06-24,13:54:04,Internet,Long Grove,Illinois,60047,Solved,No,internet service and phone service
361528,Xfinity,,2025-06-24,11:59:36,Customer Care Call,Longmont,Colorado,80504,Open,No,xfinity
352951,Internet Speeds and Billing Errors,,2025-06-19,18:41:29,Internet,Los Alamos,New Mexico,87544,Open,Yes,internet speeds and billing errors
272972,Comcast Billing Issue,,2025-04-05,23:57:58,Internet,Los Angeles,California,90034,Closed,No,comcast billing issue
367365,Internet Throttling & Unfair Billing Practices,,2025-06-26,04:21:20,Internet,Los Gatos,California,95032,Closed,No,internet throttling unfair billing practices
367949,Internet Throttling & Unfair Billing Practices,,2025-06-26,12:04:31,Internet,Los Gatos,California,95032,Solved,No,internet throttling unfair billing practices
375794,Comcast False Advertising,,2025-06-30,18:16:26,Internet,Los Gatos,California,95033,Open,No,comcast false advertising
370484,Speeds slower than advertised,,2025-06-27,20:08:01,Customer Care Call,Louisville,Colorado,80027,Solved,No,speeds slower than advertised
305856,Increase in Price of internet,,2025-05-25,13:36:39,Internet,Louisville,Tennessee,37777,Solved,Yes,increase in price of internet
362020,Comcast,,2025-06-24,13:53:15,Internet,Lowell,Massachusetts,1854,Solved,Yes,comcast
333846,Comcast internet,,2025-10-06,20:25:49,Internet,Lutherville,Maryland,21093,Open,No,comcast internet
340455,Slowness of Internet,,2025-06-15,09:07:16,Internet,Lynchburg,Virginia,24502,Solved,No,slowness of internet
339012,Video Throttling,,2025-06-13,13:12:13,Internet,Lynnfield,Massachusetts,1940,Solved,No,video throttling
349588,Comcast/xfinity,,2025-06-18,15:38:33,Customer Care Call,Lynnwood,Washington,98036,Solved,No,comcastxfinity
374749,Ridiculous and inconsistent billing,,2025-06-30,13:30:48,Internet,Lynnwood,Washington,98036,Solved,No,ridiculous and inconsistent billing
370293,Comcast over inflating Data Meter Usage,,2025-06-27,17:12:43,Customer Care Call,Mabelton,Georgia,30126,Closed,No,comcast over inflating data meter usage
227906,Comcast Billing Fraud,,2025-09-04,22:38:59,Internet,Mableton,Georgia,30126,Closed,No,comcast billing fraud
333248,Comcast - Incorrect Billing Issues - Has Happened on Multiple Occasions with my Account,,2025-10-06,16:27:06,Internet,Mableton,Georgia,30126,Solved,No,comcast incorrect billing issues has happened on multiple occasions with my account
371924,Repeated issues with Comcast billing and customer service,,2025-06-29,11:53:31,Internet,Macomb,Illinois,61455,Solved,No,repeated issues with comcast billing and customer service
300802,Comcast Data cap,,2025-05-21,09:05:26,Customer Care Call,Madison,Alabama,35756,Open,No,comcast data cap
361078,Unfair pricing practices,,2025-06-24,09:50:19,Internet,Madison,Alabama,35758,Solved,Yes,unfair pricing practices
300500,Comcast Customer Service,,2025-05-20,20:49:38,Internet,Madison,Connecticut,6443,Solved,No,comcast customer service
340564,Comcast Business Internet -- Not Providing Service to New Location & Will Not Terminate Contract Despite Multiple Attempts,,2025-06-15,10:16:23,Internet,Madison,Mississippi,39110,Solved,No,comcast business internet not providing service to new location will not terminate contract despite multiple attempts
324188,Data Caps Discourage Commerce,,2025-04-06,18:55:59,Customer Care Call,Madison,Tennessee,37115,Solved,No,data caps discourage commerce
359823,Comcast Internet Is Atrocious,,2025-06-23,19:07:16,Internet,Magalia,California,95954,Pending,No,comcast internet is atrocious
365166,Comcast,,2025-06-25,13:51:26,Customer Care Call,Manahawkin,New Jersey,8059,Solved,No,comcast
371299,Internet speed,,2025-06-28,21:09:54,Customer Care Call,Manahawkin,New Jersey,8050,Open,No,internet speed
270663,Comcast cancellation issue,,2025-03-05,15:41:03,Customer Care Call,Manassas,Virginia,20110,Solved,No,comcast cancellation issue
244436,internet availability,,2025-04-20,11:43:14,Customer Care Call,Manchester,New Hampshire,3102,Closed,No,internet availability
302448,Comcast is giving me the ring around and charged me $130,,2025-05-21,19:36:45,Internet,Manchester,New Hampshire,3101,Solved,No,comcast is giving me the ring around and charged me 130
361007,comcast over charges,,2025-06-24,09:27:57,Internet,Manchester,New Jersey,8759,Solved,Yes,comcast over charges
